,name,rating,date,one,two,three,four,five,tag,tag_name,region,region_name,era,is_made_in_china,log10_proportion
11501,水形物语 The Shape of Water(2017),7.2,2017-08-31,14.1,40.8,38.1,5.8,1.2,tag2,爱情,region3, 墨西哥,2010s,0.0,1.14921911265538
11502,乔乔的异想世界 Jojo Rabbit(2019),8.3,2019-09-08,33.6,49.2,15.5,1.5,0.3,tag2,喜剧,region3, 新西兰,2010s,0.0,1.526339277389844
11503,大侦探皮卡丘 Pokémon Detective Pikachu(2019),6.4,2019-05-10,6.4,24.5,52.6,14.5,2.1,tag2,动画,region3, 英国 ,2010s,0.0,0.8061799739838872
11504,地心引力 Gravity(2013),7.9,2013-08-28,26.5,46.8,22.7,2.9,1.1,tag2,惊悚,region3, 墨西哥,2010s,0.0,1.423245873936808
11505,黄海 황해(2010),8.5,2010-12-22,39.8,47.0,12.0,0.9,0.2,tag2,动作,region3, 中国香港,2010s,1.0,1.5998830720736879
11506,哥斯拉2：怪兽之王 Godzilla: King of the Monsters(2019),6.2,2019-05-25,6.5,22.6,50.4,17.3,3.1,tag2,科幻,region3, 中国大陆 ,2010s,1.0,0.8129133566428556
11507,午夜巴黎 Midnight in Paris(2011),8.3,2011-05-11,36.1,46.7,15.6,1.4,0.3,tag2,爱情,region3, 法国,2010s,0.0,1.557507201905658
11508,碟中谍5：神秘国度 Mission: Impossible - Rogue Nation(2015),7.9,2015-07-31,21.2,52.4,24.8,1.4,0.2,tag2,惊悚,region3, 奥地利 ,2010s,0.0,1.3263358609287514
11509,英伦对决 The Foreigner(2017),7.0,2017-09-30,7.8,41.1,45.2,5.2,0.7,tag2,犯罪,region3, 美国,2010s,0.0,0.8920946026904804
11510,生化危机5：惩罚 Resident Evil: Retribution(2012),6.3,2012-09-14,10.8,21.9,45.8,17.1,4.5,tag2,科幻,region3, 美国 ,2010s,0.0,1.0334237554869496
11511,江湖儿女(2018),7.6,2018-05-11,17.0,50.1,29.0,3.4,0.6,tag2,犯罪,region3, 日本,2010s,0.0,1.2304489213782739
11512,杀戮 Carnage(2011),8.2,2011-09-01,33.3,48.3,16.1,1.8,0.4,tag2,喜剧,region3, 波兰 ,2010s,0.0,1.5224442335063197
11513,生化危机4：战神再生 Resident Evil: Afterlife(2010),6.8,2010-09-10,12.6,28.8,46.6,10.1,1.8,tag2,科幻,region3, 美国 ,2010s,0.0,1.100370545117563
11514,谁偷了我的粉兔子 Als Hitler das rosa Kaninchen stahl(2019),7.6,2019-12-25,14.4,53.6,29.1,2.8,0.1,tag2,历史,region3, 意大利,2010s,0.0,1.1583624920952498
11515,剑雨(2010),7.6,2010-09-03,22.0,42.3,30.3,4.5,0.8,tag2,爱情,region3, 中国台湾,2010s,1.0,1.3424226808222062
11516,勇敢者游戏：决战丛林 Jumanji: Welcome to the Jungle(2017),6.8,2017-12-20,6.8,34.4,50.2,7.6,0.9,tag2,动作,region3, 加拿大 ,2010s,0.0,0.8325089127062363
11517,真爱至上 Love Actually(2003),8.6,2003-09-07,46.1,38.2,13.9,1.4,0.4,tag2,喜剧,region3, 法国,2000s,0.0,1.6637009253896482
11518,放牛班的春天 Les choristes(2004),9.3,2004-03-17,70.8,25.5,3.5,0.2,0.1,tag2,音乐,region3, 德国,2000s,0.0,1.850033257689769
11519,色，戒(2007),8.6,2007-08-30,45.9,41.1,12.0,0.8,0.3,tag2,爱情,region3, 美国 ,2000s,0.0,1.6618126855372612
11520,钢琴家 The Pianist(2002),9.3,2002-05-24,67.9,27.9,4.0,0.2,0.1,tag2,音乐,region3, 波兰 ,2000s,0.0,1.8318697742805017
11521,傲慢与偏见 Pride & Prejudice(2005),8.7,2005-09-16,47.5,40.7,10.8,0.8,0.2,tag2,爱情,region3, 美国,2000s,0.0,1.6766936096248666
11522,查理和巧克力工厂 Charlie and the Chocolate Factory(2005),8.3,2005-07-15,34.4,46.4,17.5,1.4,0.2,tag2,奇幻,region3, 澳大利亚,2000s,0.0,1.5365584425715302
11523,卢旺达饭店 Hotel Rwanda(2004),8.9,2004-09-11,54.8,38.1,6.6,0.4,0.1,tag2,传记,region3, 意大利 ,2000s,0.0,1.7387805584843692
11524,谍影重重 The Bourne Identity(2002),8.6,2002-06-14,43.9,43.0,12.3,0.7,0.1,tag2,悬疑,region3, 捷克,2000s,0.0,1.6424645202421213
11525,生化危机 Resident Evil(2002),8.2,2002-03-15,32.1,49.2,17.2,1.2,0.2,tag2,科幻,region3, 法国 ,2000s,0.0,1.506505032404872
11526,卧虎藏龙 臥虎藏龍(2000),8.4,2000-05-16,37.2,45.9,15.4,1.2,0.3,tag2,爱情,region3, 美国 ,2000s,0.0,1.5705429398818975
11527,血钻 Blood Diamond(2006),8.7,2006-12-08,44.9,45.4,9.2,0.4,0.1,tag2,惊悚,region3, 英国,2000s,0.0,1.6522463410033232
11528,战争之王 Lord of War(2005),8.7,2005-09-16,46.4,42.9,10.0,0.6,0.1,tag2,犯罪,region3, 美国,2000s,0.0,1.6665179805548809
11529,香水 Perfume: The Story of a Murderer(2006),8.5,2006-09-07,42.2,43.1,12.8,1.4,0.6,tag2,犯罪,region3, 西班牙 ,2000s,0.0,1.6253124509616739
11530,第九区 District 9(2009),8.3,2009-08-14,36.5,45.8,15.7,1.6,0.4,tag2,动作,region3, 加拿大 ,2000s,0.0,1.5622928644564746
11531,谍影重重3 The Bourne Ultimatum(2007),8.8,2007-08-03,51.8,38.6,9.0,0.4,0.1,tag2,悬疑,region3, 法国 ,2000s,0.0,1.714329759745233
11532,孤儿怨 Orphan(2009),8.2,2009-07-24,30.7,50.4,17.1,1.4,0.5,tag2,惊悚,region3, 德国 ,2000s,0.0,1.4871383754771865
11533,生化危机2：启示录 Resident Evil: Apocalypse(2004),8.0,2004-09-10,24.9,50.3,23.0,1.6,0.2,tag2,科幻,region3, 英国 ,2000s,0.0,1.3961993470957363
11534,画皮 畫皮(2008),6.8,2008-09-25,9.0,32.3,49.1,8.2,1.4,tag2,爱情,region3, 新加坡,2000s,0.0,0.9542425094393249
11535,X战警3：背水一战 X-Men: The Last Stand(2006),7.7,2006-05-22,18.0,49.4,30.1,2.2,0.3,tag2,科幻,region3, 英国,2000s,0.0,1.255272505103306
11536,生化危机3：灭绝 Resident Evil: Extinction(2007),7.5,2007-09-21,17.9,41.7,36.0,3.8,0.5,tag2,科幻,region3, 澳大利亚 ,2000s,0.0,1.252853030979893
11537,速度与激情3：东京漂移 The Fast and the Furious: Tokyo Drift(2006),7.0,2006-06-16,15.5,30.2,43.6,9.1,1.5,tag2,犯罪,region3, 日本,2000s,0.0,1.1903316981702914
11538,小岛惊魂 The Others(2001),8.2,2001-08-10,30.2,50.9,17.4,1.2,0.2,tag2,悬疑,region3, 法国 ,2000s,0.0,1.4800069429571505
11539,飓风营救 Taken(2008),8.3,2008-02-27,32.2,52.2,14.7,0.7,0.1,tag2,动作,region3, 英国,2000s,0.0,1.507855871695831
11540,憨豆特工 Johnny English(2003),7.7,2003-04-11,19.5,48.8,29.0,2.4,0.3,tag2,动作,region3, 美国,2000s,0.0,1.290034611362518
11541,戏梦巴黎 The Dreamers(2003),8.1,2003-09-01,31.2,47.1,19.6,1.7,0.3,tag2,爱情,region3, 意大利,2000s,0.0,1.4941545940184429
11542,大卫·戈尔的一生 The Life of David Gale(2003),8.6,2003-02-21,43.5,44.4,10.6,1.0,0.5,tag2,悬疑,region3, 英国 ,2000s,0.0,1.6384892569546374
11543,潘神的迷宫 El laberinto del fauno(2006),7.9,2006-10-11,25.2,47.3,24.3,2.7,0.5,tag2,战争,region3, 美国,2000s,0.0,1.4014005407815442
11544,碟中谍3 Mission: Impossible III(2006),7.6,2006-05-05,17.4,48.6,31.7,2.0,0.2,tag2,惊悚,region3, 中国大陆 ,2000s,1.0,1.2405492482825997
11545,沙漠之花 Desert Flower(2009),8.8,2009-09-24,48.9,41.8,8.7,0.5,0.1,tag2,传记,region3, 奥地利 ,2000s,0.0,1.6893088591236203
11546,金刚 King Kong(2005),8.0,2005-12-05,25.5,50.0,22.9,1.5,0.2,tag2,奇幻,region3, 德国,2000s,0.0,1.4065401804339552
11547,戴珍珠耳环的少女 Girl with a Pearl Earring(2003),7.8,2003-09-07,19.7,52.3,26.5,1.4,0.2,tag2,爱情,region3, 法国 ,2000s,0.0,1.294466226161593
11548,终结者3 Terminator 3: Rise of the Machines(2003),7.4,2003-07-02,15.7,42.4,37.9,3.6,0.4,tag2,科幻,region3, 英国,2000s,0.0,1.1958996524092338
11549,2046(2004),7.7,2004-05-20,22.6,43.4,29.8,3.4,0.7,tag2,爱情,region3, 法国 ,2000s,0.0,1.354108439147401
11550,坠入 The Fall(2006),8.8,2006-09-09,53.4,35.5,9.6,1.2,0.3,tag2,喜剧,region3, 印度,2000s,0.0,1.7275412570285564
11551,达·芬奇密码 The Da Vinci Code(2006),7.4,2006-05-19,16.2,44.2,35.4,3.7,0.5,tag2,惊悚,region3, 法国 ,2000s,0.0,1.209515014542631
11552,007：大战皇家赌场 Casino Royale(2006),7.7,2006-11-16,20.5,48.8,28.3,2.1,0.3,tag2,动作,region3, 美国 ,2000s,0.0,1.3117538610557542
11553,东邪西毒：终极版 東邪西毒終極版(2008),8.8,2008-05-18,52.2,36.8,9.6,1.0,0.4,tag2,动作,region3, 中国台湾,2000s,1.0,1.717670503002262
11554,窃听风云 竊聽風雲(2009),7.6,2009-07-24,15.0,54.0,29.0,1.7,0.2,tag2,动作,region3, 新加坡,2000s,0.0,1.1760912590556813
11555,如果·爱(2005),7.7,2005-09-10,22.9,45.0,28.8,2.9,0.5,tag2,爱情,region3, 马来西亚,2000s,0.0,1.359835482339888
11556,僵尸肖恩 Shaun of the Dead(2004),7.7,2004-04-09,21.1,46.2,27.9,3.8,1.0,tag2,恐怖,region3, 美国,2000s,0.0,1.3242824552976926
11557,帝国的毁灭 Der Untergang(2004),8.9,2004-09-08,52.3,39.8,7.4,0.4,0.1,tag2,传记,region3, 意大利,2000s,0.0,1.7185016888672742
11558,面纱 The Painted Veil(2006),8.3,2006-12-20,34.2,48.9,15.7,1.0,0.2,tag2,爱情,region3, 加拿大,2000s,0.0,1.534026106056135
11559,霍元甲(2006),7.0,2006-01-25,11.8,35.2,46.9,5.4,0.7,tag2,动作,region3, 中国香港,2000s,1.0,1.0718820073061255
11560,BJ单身日记2：理性边缘 Bridget Jones: The Edge of Reason(2004),7.3,2004-11-12,14.4,40.6,39.6,4.8,0.6,tag2,爱情,region3, 德国 ,2000s,0.0,1.1583624920952498
11561,兵临城下 Enemy at the Gates(2001),8.4,2001-02-07,38.7,47.3,12.2,1.1,0.7,tag2,历史,region3, 法国 ,2000s,0.0,1.5877109650189114
11562,撞车 Crash(2004),8.6,2004-09-10,43.3,43.4,12.0,1.0,0.3,tag2,犯罪,region3, 澳大利亚,2000s,0.0,1.6364878963533653
11563,活死人黎明 Dawn of the Dead(2004),7.5,2004-03-19,17.2,46.3,32.3,3.5,0.7,tag2,科幻,region3, 日本 ,2000s,0.0,1.235528446907549
11564,无极(2005),5.5,2005-12-15,8.5,15.1,33.6,25.9,16.8,tag2,动作,region3, 日本 ,2000s,0.0,0.9294189257142927
11565,天国王朝 Kingdom of Heaven(2005),8.6,2005-05-06,45.6,40.6,12.4,1.1,0.2,tag2,历史,region3, 西班牙 ,2000s,0.0,1.658964842664435
11566,不忠 Unfaithful(2002),7.6,2002-05-10,17.4,48.2,31.7,2.3,0.4,tag2,惊悚,region3, 法国,2000s,0.0,1.2405492482825997
11567,野孩子 Wild Child(2008),7.3,2008-08-15,15.4,39.7,39.8,4.6,0.6,tag2,喜剧,region3, 法国,2000s,0.0,1.187520720836463
11568,神奇四侠2 Fantastic 4: Rise of the Silver Surfer(2007),6.5,2007-06-15,7.3,23.2,57.1,10.8,1.6,tag2,科幻,region3, 英国,2000s,0.0,0.8633228601204559
11569,古墓丽影 Lara Croft: Tomb Raider(2001),7.1,2001-06-15,11.2,40.0,43.4,4.7,0.7,tag2,冒险,region3, 日本 ,2000s,0.0,1.0492180226701815
11570,终结者2018 Terminator Salvation(2009),6.7,2009-05-21,8.4,30.6,51.6,8.2,1.2,tag2,科幻,region3, 英国 ,2010s,0.0,0.9242792860618817
11571,冷山 Cold Mountain(2003),8.2,2003-12-25,30.7,49.9,18.1,1.2,0.1,tag2,爱情,region3, 罗马尼亚 ,2000s,0.0,1.4871383754771865
11572,偷天换日 The Italian Job(2003),7.6,2003-05-30,16.9,49.8,30.8,2.2,0.3,tag2,惊悚,region3, 意大利 ,2000s,0.0,1.2278867046136734
11573,魔法保姆麦克菲 Nanny McPhee(2005),7.6,2005-10-21,18.7,47.8,30.9,2.2,0.3,tag2,家庭,region3, 法国,2000s,0.0,1.271841606536499
11574,大灌篮 大灌籃(2008),5.6,2008-02-07,5.8,12.6,45.2,26.8,9.5,tag2,运动,region3, 中国台湾,2000s,1.0,0.7634279935629372
11575,狗镇 Dogville(2003),8.4,2003-05-19,43.4,39.7,13.5,2.3,1.0,tag2,悬疑,region3, 挪威 ,2000s,0.0,1.6374897295125106
11576,少年汉尼拔 Hannibal Rising(2007),7.5,2007-02-07,18.6,41.3,35.2,4.3,0.7,tag2,惊悚,region3, 意大利 ,2000s,0.0,1.2695129442179163
11577,赤壁(上)(2008),6.4,2008-07-10,6.2,25.6,53.2,12.1,2.8,tag2,历史,region3, 中国台湾 ,2000s,1.0,0.7923916894982539
11578,纳尼亚传奇2：凯斯宾王子 The Chronicles of Narnia: Prince Caspian(2008),7.0,2008-05-16,12.9,34.4,45.6,6.2,0.8,tag2,奇幻,region3, 斯洛文尼亚 ,2000s,0.0,1.110589710299249
11579,死亡飞车 Death Race(2008),7.6,2008-08-22,18.1,48.0,30.6,2.9,0.4,tag2,科幻,region3, 英国,2000s,0.0,1.2576785748691846
11580,海盗电台 The Boat That Rocked(2009),8.6,2009-04-01,47.2,37.2,13.2,1.8,0.6,tag2,喜剧,region3, 法国,2000s,0.0,1.6739419986340878
11581,特洛伊 Troy(2004),7.6,2004-05-14,18.3,45.4,32.6,3.2,0.5,tag2,爱情,region3, 英国,2000s,0.0,1.2624510897304295
11582,玩命快递2 Transporter 2(2005),7.4,2005-08-03,14.6,44.8,37.0,3.2,0.4,tag2,犯罪,region3, 德国,2000s,0.0,1.1643528557844371
11583,神秘代码 Knowing(2009),6.7,2009-03-09,9.3,31.5,48.2,9.4,1.6,tag2,科幻,region3, 澳大利亚,2000s,0.0,0.9684829485539351
11584,无姓之人 Mr. Nobody(2009),8.2,2009-09-12,36.1,42.4,18.3,2.5,0.7,tag2,爱情,region3, 法国 ,2000s,0.0,1.557507201905658
11585,赤壁(下)(2009),6.4,2009-01-08,6.6,25.9,53.5,11.4,2.7,tag2,历史,region3, 日本 ,2000s,0.0,0.8195439355418687
11586,人类之子 Children of Men(2006),7.6,2006-09-03,19.0,45.8,30.6,3.9,0.7,tag2,科幻,region3, 日本,2000s,0.0,1.2787536009528289
11587,异形大战铁血战士 AVP: Alien vs. Predator(2004),7.0,2004-08-13,12.0,34.2,45.8,6.9,1.1,tag2,科幻,region3, 捷克 ,2000s,0.0,1.0791812460476249
11588,黑皮书 Zwartboek(2006),8.4,2006-09-01,35.7,49.5,13.8,0.9,0.2,tag2,惊悚,region3, 英国 ,2000s,0.0,1.5526682161121932
11589,裂缝 Cracks(2009),8.0,2009-09-11,23.4,52.9,21.9,1.5,0.3,tag2,惊悚,region3, 西班牙 ,2000s,0.0,1.3692158574101427
11590,机械师 The Machinist(2004),7.6,2004-01-18,17.1,49.6,30.1,2.7,0.5,tag2,悬疑,region3, 英国 ,2000s,0.0,1.2329961103921538
11591,爱神 Eros(2004),7.7,2004-09-10,21.1,45.6,30.1,2.7,0.5,tag2,爱情,region3, 美国 ,2000s,0.0,1.3242824552976926
11592,大内密探灵灵狗 大內密探靈靈狗(2009),5.2,2009-07-30,3.3,10.4,42.7,31.0,12.5,tag2,动作,region3, 中国台湾,2000s,1.0,0.5185139398778874
11593,阅后即焚 Burn After Reading(2008),7.1,2008-08-27,11.5,41.5,40.1,5.8,1.1,tag2,喜剧,region3, 法国,2000s,0.0,1.0606978403536116
11594,蓝莓之夜 My Blueberry Nights(2007),7.7,2007-05-16,21.2,44.8,30.4,3.2,0.4,tag2,爱情,region3, 中国大陆 ,2000s,1.0,1.3263358609287514
11595,摩托日记 Diarios de motocicleta(2004),8.5,2004-01-15,39.9,45.5,13.4,1.0,0.2,tag2,传记,region3, 智利 ,2000s,0.0,1.6009728956867482
11596,泰坦尼克号 Titanic(1997),9.5,1997-11-01,76.1,20.6,3.0,0.2,0.1,tag2,爱情,region3, 澳大利亚 ,1990s,0.0,1.8813846567705728
11597,爱在黎明破晓前 Before Sunrise(1995),8.8,1995-01-27,54.4,34.7,9.7,1.0,0.3,tag2,爱情,region3, 瑞士,1990s,0.0,1.73559889969818
11598,搏击俱乐部 Fight Club(1999),9.0,1999-09-10,61.7,30.1,7.1,0.7,0.3,tag2,动作,region3, 意大利,1990s,0.0,1.7902851640332418
11599,春光乍泄 春光乍洩(1997),9.0,1997-05-17,57.9,33.8,7.5,0.6,0.2,tag2,爱情,region3, 韩国,1990s,0.0,1.7626785637274363
11600,末路狂花 Thelma & Louise(1991),8.9,1991-05-24,54.2,36.9,8.1,0.6,0.2,tag2,惊悚,region3, 法国,1990s,0.0,1.7339992865383869
11601,木乃伊 The Mummy(1999),7.9,1999-04-16,22.0,53.0,23.5,1.4,0.2,tag2,动作,region3, 摩洛哥,1990s,0.0,1.3424226808222062
11602,荆轲刺秦王(1998),8.2,1998-10-08,34.5,44.8,17.7,2.2,0.8,tag2,历史,region3, 法国,1990s,0.0,1.5378190950732742
11603,蓝白红三部曲之蓝 Trois couleurs: Bleu(1993),8.5,1993-09-08,40.1,45.7,12.9,1.0,0.2,tag2,爱情,region3, 瑞士,1990s,0.0,1.6031443726201824
11604,第五元素 The Fifth Element(1997),8.0,1997-05-07,27.2,48.6,21.9,2.0,0.4,tag2,科幻,region3, 美国,1990s,0.0,1.4345689040341987
11605,蓝白红三部曲之红 Trois couleurs: Rouge(1994),8.7,1994-05-12,48.9,40.2,10.0,0.7,0.2,tag2,爱情,region3, 瑞士,1990s,0.0,1.6893088591236203
11606,蓝白红三部曲之白 Trois couleurs: Blanc(1994),8.4,1994-01-26,35.7,49.6,13.7,0.9,0.2,tag2,喜剧,region3, 瑞士,1990s,0.0,1.5526682161121932
11607,心之全蚀 Total Eclipse(1995),8.2,1995-11-03,32.0,47.2,18.7,1.6,0.5,tag2,爱情,region3, 比利时,1990s,0.0,1.505149978319906
11608,简爱 Jane Eyre(1996),8.0,1996-09-05,25.8,49.7,22.4,1.9,0.2,tag2,爱情,region3, 英国 ,1990s,0.0,1.4116197059632303
11609,地下 Подземље(1995),9.2,1995-04-01,70.2,22.7,5.5,1.0,0.5,tag2,战争,region3, 德国 ,1990s,0.0,1.8463371121298053
11610,偷天陷阱 Entrapment(1999),7.8,1999-04-30,19.7,53.4,25.4,1.4,0.1,tag2,爱情,region3, 德国,1990s,0.0,1.294466226161593
11611,地球之夜 Night on Earth(1991),8.2,1991-12-12,31.3,51.5,15.6,1.3,0.2,tag2,喜剧,region3, 德国 ,1990s,0.0,1.4955443375464486
11612,因父之名 In the Name of the Father(1993),8.8,1993-12-27,48.4,41.9,8.8,0.7,0.1,tag2,传记,region3, 美国,1990s,0.0,1.6848453616444126
11613,史崔特先生的故事 The Straight Story(1999),8.6,1999-05-21,41.8,45.5,11.5,0.9,0.2,tag2,传记,region3, 美国,1990s,0.0,1.6211762817750353
11614,宋家皇朝(1997),7.7,1997-05-01,20.5,49.1,27.3,2.7,0.5,tag2,爱情,region3, 日本,1990s,0.0,1.3117538610557542
11615,钢琴课 The Piano(1993),8.1,1993-05-17,28.8,49.0,19.5,2.1,0.5,tag2,爱情,region3, 法国,1990s,0.0,1.4593924877592308
11616,云上的日子 Al di là delle nuvole(1995),7.6,1995-09-03,21.4,43.9,30.4,3.6,0.7,tag2,爱情,region3, 德国,1990s,0.0,1.3304137733491908
11617,夜半歌声 夜半歌聲(1995),7.9,1995-07-22,23.8,50.1,24.1,1.8,0.3,tag2,爱情,region3, 新加坡,1990s,0.0,1.376576957056512
11618,偷香 Stealing Beauty(1996),7.6,1996-03-29,20.0,46.0,30.5,3.0,0.5,tag2,爱情,region3, 英国,1990s,0.0,1.3010299956639813
11619,两生花 La Double vie de Véronique(1991),8.4,1991-05-15,38.8,43.3,16.0,1.6,0.3,tag2,爱情,region3, 挪威,1990s,0.0,1.5888317255942073
11620,"黑猫白猫 Црна мачка, бели мачор(1998)",8.5,1998-09-10,42.4,43.3,12.4,1.5,0.4,tag2,爱情,region3, 德国 ,1990s,0.0,1.6273658565927327
11621,末代皇帝 The Last Emperor(1987),9.3,1987-10-04,70.2,25.5,3.9,0.3,0.1,tag2,传记,region3, 中国大陆 ,1980s,1.0,1.8463371121298053
11622,战场上的快乐圣诞 Merry Christmas Mr. Lawrence(1983),8.8,1983-05-11,53.0,37.0,8.7,0.9,0.4,tag2,同性,region3, 新西兰,1980s,0.0,1.724275869600789
11623,莫扎特传 Amadeus(1984),8.7,1984-09-19,47.0,41.2,10.8,0.8,0.2,tag2,音乐,region3, 捷克斯洛伐克 ,1980s,0.0,1.6720978579357175
11624,甘地传 Gandhi(1982),8.5,1982-12-03,42.1,44.2,12.2,1.0,0.5,tag2,传记,region3, 美国,1980s,0.0,1.6242820958356683
11625,流浪者之歌 Дом за вешање(1988),9.1,1988-12-21,64.4,29.2,5.6,0.6,0.2,tag2,喜剧,region3, 南斯拉夫,1980s,0.0,1.808885867359812
11626,爱丽丝 Něco z Alenky(1988),8.5,1988-08-03,42.8,42.5,12.6,1.8,0.4,tag2,奇幻,region3, 英国 ,1980s,0.0,1.631443769013172
11627,再见，孩子们 Au revoir les enfants(1987),8.5,1987-10-07,40.4,47.1,11.7,0.6,0.2,tag2,战争,region3, 意大利,1980s,0.0,1.606381365110605
11628,秋日奏鸣曲 Höstsonaten(1978),9.1,1978-10-08,60.4,32.8,6.0,0.6,0.2,tag2,家庭,region3, 英国,1970s,0.0,1.7810369386211318
11629,卡桑德拉大桥 The Cassandra Crossing(1976),8.3,1976-12-18,31.3,53.2,14.5,0.9,0.1,tag2,动作,region3, 西德,1970s,0.0,1.4955443375464486
11630,超人 Superman(1978),7.7,1978-12-10,19.5,48.4,29.6,2.1,0.4,tag2,科幻,region3, 加拿大,1970s,0.0,1.290034611362518
11631,铁皮鼓 Die Blechtrommel(1979),8.3,1979-05-03,35.9,47.5,14.7,1.5,0.5,tag2,历史,region3, 法国 ,1970s,0.0,1.5550944485783191
11632,过客 Professione: reporter(1975),8.4,1975-02-28,38.6,46.1,13.4,1.3,0.5,tag2,惊悚,region3, 法国,1970s,0.0,1.586587304671755
11633,一九零零 Novecento(1976),8.7,1976-08-16,49.6,39.0,9.7,1.2,0.5,tag2,爱情,region3, 西德,1970s,0.0,1.6954816764901974
11634,"阿基尔，上帝的愤怒 Aguirre, der Zorn Gottes(1972)",8.3,1972-12-29,34.7,48.0,15.3,1.6,0.5,tag2,传记,region3, 秘鲁,1970s,0.0,1.5403294747908738
11635,十日谈 Il Decameron(1971),7.5,1971-08-25,18.2,45.2,32.4,3.4,0.8,tag2,喜剧,region3, 西德,1970s,0.0,1.2600713879850747
11636,解放3：主攻方向 Освобождение: Направление главного удара(1971),8.7,1971-06-25,52.5,34.8,10.9,0.9,0.8,tag2,爱情,region3, 波兰,1970s,0.0,1.7201593034059568
11637,解放2：突破 Освобождение: Прорыв(1970),8.7,1970-05-09,49.6,38.9,10.5,0.6,0.4,tag2,爱情,region3, 南斯拉夫 ,1970s,0.0,1.6954816764901974
11638,甜蜜电影 Sweet Movie(1974),7.2,1974-06-12,21.0,35.8,30.9,8.6,3.7,tag2,喜剧,region3, 加拿大,1970s,0.0,1.3222192947339193
11639,路德维希 Ludwig(1973),8.4,1973-03-06,39.8,44.7,13.9,1.1,0.5,tag2,传记,region3, 西德 ,1970s,0.0,1.5998830720736879
11640,黑巷少女 The Little Girl Who Lives Down the Lane(1976),8.1,1976-12-25,29.4,47.3,21.2,1.8,0.4,tag2,悬疑,region3, 美国,1970s,0.0,1.4683473304121573
11641,蛇 Le Serpent(1973),8.3,1973-04-05,34.8,47.6,15.1,1.2,1.2,tag2,悬疑,region3, 西德,1970s,0.0,1.541579243946581
11642,苏格拉底 Socrate(1971),8.2,1971-06-17,32.2,45.4,21.2,0.9,0.3,tag2,历史,region3, 法国,1970s,0.0,1.507855871695831
11643,编织的女孩 La dentellière(1977),8.2,1977-05-25,29.1,53.8,15.4,1.2,0.4,tag2,爱情,region3, 原西德,1970s,0.0,1.4638929889859074
11644,疯狂的贵族 La folie des grandeurs(1971),8.0,1971-12-08,27.7,46.2,23.1,2.2,0.7,tag2,历史,region3, 意大利 ,1970s,0.0,1.4424797690644486
11645,无人生还 Ten Little Indians(1974),8.3,1974-09-24,40.9,40.0,15.2,2.7,1.1,tag2,悬疑,region3, 西德 ,1970s,0.0,1.6117233080073419
11646,夜童 La tua presenza nuda!(1972),6.1,1972-10-14,6.3,14.9,59.7,16.8,2.3,tag2,惊悚,region3, 意大利 ,1970s,0.0,0.7993405494535817
11647,行尸走肉 Flesh for Frankenstein(1973),6.7,1973-11-30,14.8,24.9,46.3,11.0,3.0,tag2,科幻,region3, 法国,1970s,0.0,1.1702617153949575
11648,"黄金三镖客 Il buono, il brutto, il cattivo(1966)",9.2,1966-12-23,68.1,26.4,5.0,0.4,0.2,tag2,冒险,region3, 西德,1960s,0.0,1.8331471119127851
11649,荒野大镖客 Per un pugno di dollari(1964),8.4,1964-09-12,37.0,48.8,13.1,0.8,0.2,tag2,西部,region3, 西德,1960s,0.0,1.568201724066995
11650,埃及艳后 Cleopatra(1963),7.9,1963-06-12,23.4,49.5,25.1,1.8,0.3,tag2,传记,region3, 瑞士,1960s,0.0,1.3692158574101427
11651,日瓦戈医生 Doctor Zhivago(1965),8.5,1965-12-31,42.8,42.9,12.7,1.3,0.4,tag2,爱情,region3, 英国,1960s,0.0,1.631443769013172
11652,审判 Le procès(1962),8.6,1962-12-21,46.3,40.0,11.2,1.7,0.8,tag2,悬疑,region3, 西德,1960s,0.0,1.665580991017953
11653,黑郁金香 La tulipe noire(1964),7.8,1964-02-28,20.2,51.1,27.1,1.3,0.3,tag2,动作,region3, 西班牙,1960s,0.0,1.3053513694466237
11654,战斗列车 The Train(1964),8.2,1964-09-22,26.2,57.4,14.7,1.3,0.5,tag2,惊悚,region3, 美国,1960s,0.0,1.4183012913197455
11655,拿破仑在奥斯特里兹 Austerlitz(1960),8.1,1960-06-17,33.0,43.9,20.3,2.0,0.8,tag2,传记,region3, 南斯拉夫 ,1960s,0.0,1.5185139398778875
11656,美狄亚 Medea(1969),7.8,1969-12-28,22.7,48.0,26.0,2.8,0.5,tag2,奇幻,region3, 西德,1960s,0.0,1.3560258571931227
11657,午夜钟声 Campanadas a medianoche(1965),8.3,1965-12-22,34.6,47.3,15.9,1.7,0.5,tag2,喜剧,region3, 法国,1960s,0.0,1.5390760987927767
11658,冬日的葬礼 More(1969),7.8,1969-08-04,32.2,31.6,30.5,5.1,0.6,tag2,爱情,region3, 卢森堡,1960s,0.0,1.507855871695831
11659,德意志零年 Germania anno zero(1948),8.4,1948-07-10,32.7,55.2,11.2,0.5,0.3,tag2,战争,region3, 德国,Earlier,0.0,1.5145477526602862
11660,西线无战事 Im Westen nichts Neues(2022),8.5,2022-09-12,42.2,43.6,12.6,1.3,0.4,tag3,战争,region3, 英国,2020s,0.0,1.6253124509616739
11661,黑亚当 Black Adam(2022),5.7,2022-10-19,2.9,13.8,53.2,25.5,4.6,tag3,奇幻,region3, 新西兰 ,2020s,0.0,0.4623979978989561
